Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS
-0.5241097807884216,111.5,1000.0,0.0,1.4108771085739136,0.016303328797221184,40.0,0.9995360374450684,0.9995360374450684,0.9995360374450684,0.019363321363925934,0.00029880000511184335,0.9919863939285278,20000.0,-0.017370052635669708,-0.017370052635669708,0.04139227792620659,0.006198367569595575,0.006198367569595575,-0.08273129910230637,145.5850372314453,31.548641204833984,114.03639221191406,145.5850372314453,137.3767547607422
-0.040596574544906616,79.21875,1000.0,1.0,1.4072262048721313,0.020257171243429184,38.0,0.9978274703025818,0.9978274703025818,0.9978274703025818,0.021276991814374924,0.0002975999959744513,0.9883627891540527,40000.0,-0.019006876274943352,-0.0016368236392736435,0.049410849809646606,0.006057244259864092,-0.00014112330973148346,-0.040274277329444885,286.8546142578125,28.352855682373047,112.88545227050781,141.23831176757812,141.60464477539062
0.7440879344940186,69.54166412353516,1000.0,2.0,1.385928750038147,0.02140096202492714,28.0,0.9997174143791199,0.9997174143791199,0.9997174143791199,0.020286468788981438,0.00029639998683705926,0.9675626158714294,60000.0,-0.016789842396974564,0.002217033877968788,0.23322699964046478,0.008826942183077335,0.0027696979232132435,0.04115254431962967,396.28887939453125,22.123022079467773,87.28020477294922,109.40322875976562,182.80996704101562
2.1988525390625,52.619998931884766,1000.0,3.0,1.3577277660369873,0.020591534674167633,34.0,1.0022869110107422,1.0022869110107422,1.0022869110107422,0.01997479237616062,0.00029520000680349767,0.9406582117080688,80000.0,-0.01971624791622162,-0.002926405519247055,0.16866734623908997,0.011101125739514828,0.0022741835564374924,0.08454617112874985,521.7849731445312,21.577404022216797,103.89007568359375,125.46748352050781,159.4038543701172
4.034557342529297,66.9000015258789,1000.0,4.0,1.3325996398925781,0.021324263885617256,25.0,0.998912513256073,0.998912513256073,0.998912513256073,0.021114282310009003,0.00029399999766610563,0.9173499345779419,100000.0,-0.019983775913715363,-0.0002675279974937439,0.4602528214454651,0.012149827554821968,0.0010487018153071404,0.18478398025035858,621.27294921875,21.185768127441406,78.27374267578125,99.45951080322266,201.08685302734375
5.786588668823242,59.84000015258789,1000.0,5.0,1.3116252422332764,0.023429958149790764,34.0,0.9970315098762512,0.9970315098762512,0.9970315098762512,0.021051187068223953,0.0002927999885287136,0.898334264755249,120000.0,-0.023257147520780563,-0.003273371607065201,-0.04781075939536095,0.01274250540882349,0.0005926778540015221,0.2597093880176544,750.5723876953125,22.193370819091797,107.07855224609375,129.2719268798828,154.71263122558594
7.144620895385742,76.45999908447266,1000.0,6.0,1.2829179763793945,0.020021352916955948,24.0,0.9970048069953918,0.9970048069953918,0.9970048069953918,0.020942363888025284,0.000291600008495152,0.8729586601257324,140000.0,-0.02294696494936943,0.0003101825714111328,-0.0011272765696048737,0.013498792424798012,0.0007562870159745216,0.3357411026954651,848.216552734375,21.98856544494629,75.62672424316406,97.61528778076172,204.88592529296875
9.07603645324707,73.81999969482422,1000.0,7.0,1.2571951150894165,0.021488124504685402,13.0,1.0005943775177002,1.0005943775177002,1.0005943775177002,0.019631104543805122,0.00029039999935775995,0.8508225679397583,160000.0,-0.01763315498828888,0.005313809961080551,-0.0006211921572685242,0.01665223203599453,0.003153439611196518,0.4782153367996216,911.3001098632812,21.507125854492188,41.55020523071289,63.05733108520508,317.17169189453125
10.6185884475708,76.5,1000.0,8.0,1.229732632637024,0.020723702386021614,17.0,0.9971280097961426,0.9971280097961426,0.9971280097961426,0.02087966352701187,0.0002891999902203679,0.8279335498809814,180000.0,-0.021779052913188934,-0.004145897924900055,-0.2402002066373825,0.015537682920694351,-0.0011145491153001785,0.5664286613464355,990.3104248046875,24.281494140625,54.7067985534668,78.98829650878906,253.2020721435547
11.62797737121582,75.68000030517578,1000.0,9.0,1.206671953201294,0.02058189921081066,19.0,0.9979341626167297,0.9979341626167297,0.9979341626167297,0.020970046520233154,0.0002880000101868063,0.8091894388198853,200000.0,-0.021733716130256653,4.5336782932281494e-05,-0.3522351384162903,0.019946947693824768,0.004409264773130417,0.6340387463569641,1072.6888427734375,22.216909408569336,60.13612365722656,82.35303497314453,242.85687255859375
12.480886459350586,64.37999725341797,1000.0,10.0,1.1819015741348267,0.02053583599627018,16.0,0.9999338984489441,0.9999338984489441,0.9999338984489441,0.020827699452638626,0.0002868000010494143,0.7893802523612976,220000.0,-0.02174241468310356,-8.69855284690857e-06,0.01602458581328392,0.02122044935822487,0.0012735016644001007,0.7840322256088257,1148.307373046875,25.107587814331055,50.48680114746094,75.59439086914062,264.56988525390625
12.452725410461426,69.22000122070312,1000.0,11.0,1.1519399881362915,0.02022276632487774,14.0,0.9992699027061462,0.9992699027061462,0.9992699027061462,0.02032589353621006,0.00028559999191202223,0.7662511467933655,240000.0,-0.020645517855882645,0.0010968968272209167,0.2114356905221939,0.022908911108970642,0.0016884617507457733,0.8450922966003418,1218.043212890625,25.55228614807129,44.15311813354492,69.70539855957031,286.92181396484375
