Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/EpBudget
-1.4148993492126465,84.625,1000.0,0.0,1.4132518768310547,0.011420120485126972,40.0,0.998690664768219,0.998690664768219,0.998690664768219,0.015267915092408657,0.00029880000511184335,0.994332492351532,20000.0,-0.011652703396975994,-0.011652703396975994,0.08008593320846558,3.058389186859131,3.058389186859131,-0.05978431552648544,145.40573120117188,30.96319580078125,114.44153594970703,145.40472412109375,137.54710388183594,-2710.726806640625
-0.8100354671478271,76.84375,1000.0,1.0,1.4130706787109375,0.014183729887008667,40.0,0.9988448023796082,0.9988448023796082,0.9988448023796082,0.016878526657819748,0.0002975999959744513,0.9941521883010864,40000.0,-0.017623379826545715,-0.005970676429569721,0.09923561662435532,1.4406789541244507,-1.6177102327346802,-6.188021659851074,291.6877136230469,28.190811157226562,118.0606460571289,146.25144958496094,136.7507781982422,-2495.6953125
-0.9208931922912598,76.83333587646484,1000.0,2.0,1.4163999557495117,0.01760512962937355,40.0,0.9969930052757263,0.9969930052757263,0.9969930052757263,0.018486684188246727,0.00029639998683705926,0.9974802732467651,60000.0,-0.020746316760778427,-0.003122936934232712,0.06243223696947098,1.0119129419326782,-0.42876601219177246,-9.767451286315918,439.36163330078125,30.6259765625,117.01664733886719,147.6426239013672,135.4622344970703,-1328.43408203125
-1.0799355506896973,72.05999755859375,1000.0,3.0,1.416300892829895,0.018981583416461945,40.0,1.0003799200057983,1.0003799200057983,1.0003799200057983,0.019486069679260254,0.00029520000680349767,0.9974052309989929,80000.0,-0.023070190101861954,-0.0023238733410835266,0.3336602747440338,2.452080249786377,1.4401673078536987,-14.678933143615723,586.5968017578125,29.35024642944336,117.85369110107422,147.2039337158203,135.86593627929688,-1832.513916015625
-1.2573890686035156,72.94000244140625,1000.0,4.0,1.417271375656128,0.02083154208958149,30.0,0.9958290457725525,0.9958290457725525,0.9958290457725525,0.01986006274819374,0.00029399999766610563,0.9983996152877808,100000.0,-0.024209674447774887,-0.0011394843459129333,-0.41168519854545593,1.800552487373352,-0.6515277624130249,-15.069710731506348,705.2758178710938,31.78424835205078,86.856689453125,118.6419677734375,168.57440185546875,-1473.959228515625
-1.1799966096878052,68.69999694824219,1000.0,5.0,1.4073395729064941,0.020755989477038383,23.0,0.9977889060974121,0.9977889060974121,0.9977889060974121,0.020149320363998413,0.0002927999885287136,0.9885863065719604,120000.0,-0.020966464653611183,0.003243209794163704,0.0685451328754425,4.2368597984313965,2.4363073110580444,-19.607364654541016,804.582275390625,30.430248260498047,68.84795379638672,99.27820587158203,201.45408630371094,-994.5515747070312
-0.9688171148300171,78.81999969482422,1000.0,6.0,1.3956712484359741,0.023394715040922165,24.0,1.001847267150879,1.001847267150879,1.001847267150879,0.0211557038128376,0.000291600008495152,0.9771356582641602,140000.0,-0.023276571184396744,-0.0023101065307855606,-0.31809401512145996,3.117474317550659,-1.1193854808807373,-22.132619857788086,906.5242919921875,30.483530044555664,71.43333435058594,101.91686248779297,196.23838806152344,-1930.7431640625
-0.6851591467857361,68.54000091552734,1000.0,7.0,1.394710898399353,0.02135421521961689,19.0,0.9988070130348206,0.9988070130348206,0.9988070130348206,0.021009912714362144,0.00029039999935775995,0.9762073755264282,160000.0,-0.020252343267202377,0.0030242279171943665,-0.14855602383613586,3.7072043418884277,0.5897300243377686,-22.075878143310547,992.8051147460938,29.762868881225586,56.49082946777344,86.25426483154297,231.8726043701172,-1113.7572021484375
-0.38213053345680237,69.91999816894531,1000.0,8.0,1.3919618129730225,0.022662008181214333,19.0,0.9996696710586548,0.9996696710586548,0.9996696710586548,0.020330479368567467,0.0002891999902203679,0.973546028137207,180000.0,-0.019548961892724037,0.0007033813744783401,-0.20148316025733948,3.5071349143981934,-0.20006942749023438,-19.556549072265625,1076.9530029296875,28.819568634033203,55.30440902709961,84.12397766113281,237.7443389892578,-635.4574584960938
-0.3690412938594818,59.2400016784668,1000.0,9.0,1.3837748765945435,0.020412778481841087,17.0,1.0025815963745117,1.0025815963745117,1.0025815963745117,0.02129943110048771,0.0002880000101868063,0.9656534790992737,200000.0,-0.01920543611049652,0.0003435257822275162,-0.03292286396026611,4.0968170166015625,0.5896821022033691,-16.026777267456055,1160.769775390625,32.78145217895508,51.00777816772461,83.78923034667969,238.6941680908203,-314.835205078125
