Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
0.22781841456890106,127.9375,1000.0,0.0,1.4080499410629272,0.014056060463190079,40.0,0.998875081539154,0.998875081539154,0.998875081539154,0.018383223563432693,0.00029880000511184335,0.9891743659973145,20000.0,-0.015205488540232182,-0.015205488540232182,-0.18011213839054108,0.005085012875497341,0.005085012875497341,0.03781680762767792,2.9633948802948,2.9633948802948,0.08316578716039658,176.28515625,21.20401954650879,155.08013916015625,176.28416442871094,113.45318603515625,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.6210830807685852,125.1875,1000.0,1.0,1.3848360776901245,0.02118164300918579,40.0,0.9992671608924866,0.9992671608924866,0.9992671608924866,0.020238524302840233,0.0002975999959744513,0.9665320515632629,40000.0,-0.017963189631700516,-0.002757701091468334,-0.09352339804172516,0.004045905079692602,-0.001039107795804739,0.12093018740415573,2.3444721698760986,-0.6189227104187012,1.6364505290985107,350.8983459472656,21.44540023803711,153.12991333007812,174.5753173828125,114.56373596191406,0.07097208499908447,0.07097208499908447,0.07097208499908447,0.0
0.8467900156974792,116.35416412353516,1000.0,2.0,1.3765887022018433,0.018520087003707886,40.0,0.9980567693710327,0.9980567693710327,0.9980567693710327,0.019882623106241226,0.00029639998683705926,0.958622395992279,60000.0,-0.01900894194841385,-0.0010457523167133331,0.2647552192211151,0.004499741829931736,0.00045383675023913383,0.09600330144166946,2.9049623012542725,0.5604901313781738,3.105617046356201,529.16943359375,23.5147705078125,154.7161407470703,178.2309112548828,112.21398162841797,0.10578323155641556,0.10578323155641556,0.10578323155641556,0.0
1.344859004020691,120.22000122070312,1000.0,3.0,1.3615391254425049,0.020877642557024956,39.0,1.0008137226104736,1.0008137226104736,1.0008137226104736,0.020468415692448616,0.00029520000680349767,0.9443188905715942,80000.0,-0.02411501482129097,-0.005106072872877121,0.3900143504142761,0.004847580101341009,0.00034783827140927315,0.1247413232922554,2.203049898147583,-0.7019124031066895,3.8100409507751465,702.4464111328125,22.469680786132812,150.76898193359375,173.23866271972656,115.44766998291016,0.14060065150260925,0.14060065150260925,0.14060065150260925,0.0
1.9367082118988037,95.81999969482422,1000.0,4.0,1.3421216011047363,0.02032535895705223,25.0,0.9971742033958435,0.9971742033958435,0.9971742033958435,0.019779589027166367,0.00029399999766610563,0.9261505007743835,100000.0,-0.020847801119089127,0.0032672137022018433,0.15926098823547363,0.008962207473814487,0.004114627372473478,0.14779120683670044,2.2519149780273438,0.04886507987976074,5.69133996963501,821.053955078125,22.348125457763672,96.22183227539062,118.56995391845703,168.67678833007812,0.17478150129318237,0.17478150129318237,0.17478150129318237,0.0
2.302602767944336,116.26000213623047,1000.0,5.0,1.3220914602279663,0.02097807079553604,23.0,0.9997360110282898,0.9997360110282898,0.9997360110282898,0.02121894247829914,0.0002927999885287136,0.9078995585441589,120000.0,-0.025654342025518417,-0.004806540906429291,-0.0023488476872444153,0.008793873712420464,-0.0001683337613940239,0.16720224916934967,2.634500026702881,0.3825850486755371,6.794646263122559,932.0358276367188,22.05540657043457,88.89385223388672,110.94925689697266,180.26258850097656,0.2091079205274582,0.2091079205274582,0.2091079205274582,0.0
2.8499021530151367,117.5999984741211,1000.0,6.0,1.3071138858795166,0.021473517641425133,27.0,1.0018925666809082,1.0018925666809082,1.0018925666809082,0.02043958567082882,0.000291600008495152,0.8944204449653625,140000.0,-0.03062516823410988,-0.004970826208591461,-0.07111997902393341,0.011058532632887363,0.0022646589204669,0.19042736291885376,2.272148609161377,-0.3623514175415039,7.840590476989746,1060.9468994140625,22.150806427001953,106.72747039794922,128.8792724609375,155.18399047851562,0.2435646802186966,0.2435646802186966,0.2435646802186966,0.0
3.2393853664398193,117.18000030517578,1000.0,7.0,1.3007808923721313,0.02090197615325451,14.0,0.9984564781188965,0.9984564781188965,0.9984564781188965,0.019212007522583008,0.00029039999935775995,0.8887789249420166,160000.0,-0.021892933174967766,0.008732235059142113,-0.1603519767522812,0.01236772071570158,0.0013091880828142166,0.2456263154745102,2.6629302501678467,0.3907816410064697,7.103791236877441,1134.727783203125,20.47407341003418,53.272674560546875,73.74674987792969,271.1983947753906,0.27810966968536377,0.27810966968536377,0.27810966968536377,0.0
4.134577751159668,85.87999725341797,1000.0,8.0,1.2729992866516113,0.02145976386964321,20.0,1.0001823902130127,1.0001823902130127,1.0001823902130127,0.020198995247483253,0.0002891999902203679,0.8644464015960693,180000.0,-0.027831779792904854,-0.005938846617937088,-0.01901105046272278,0.014757492579519749,0.0023897718638181686,0.31878456473350525,1.9630786180496216,-0.6998516321182251,7.229515552520752,1232.461181640625,21.96660614013672,75.74107360839844,97.70767974853516,204.69219970703125,0.3118603229522705,0.3118603229522705,0.3118603229522705,0.0
4.822050094604492,69.16000366210938,1000.0,9.0,1.2577990293502808,0.021763231605291367,22.0,1.0003093481063843,1.0003093481063843,1.0003093481063843,0.021038813516497612,0.0002880000101868063,0.85141521692276,200000.0,-0.029348794370889664,-0.0015170145779848099,0.1513102650642395,0.01290486566722393,-0.0018526269122958183,0.3268335461616516,1.6927229166030884,-0.2703557014465332,7.058995246887207,1338.85205078125,21.601150512695312,84.7601318359375,106.36128997802734,188.03834533691406,0.34433847665786743,0.34433847665786743,0.34433847665786743,0.0
