Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/EpBudget
0.34696266055107117,120.0,1000.0,0.0,1.413577914237976,0.008456684648990631,40.0,0.9999598860740662,0.9999598860740662,0.9999598860740662,0.013950254768133163,0.00029880000511184335,0.9946674108505249,20000.0,-0.0072617437690496445,-0.0072617437690496445,-0.054594412446022034,0.0793117955327034,0.0793117955327034,0.2517792284488678,137.82498168945312,20.10177993774414,117.72219848632812,137.823974609375,145.11264038085938,-651.894287109375
0.13625720143318176,113.09375,1000.0,1.0,1.4165267944335938,0.007778758183121681,40.0,0.9994221925735474,0.9994221925735474,0.9994221925735474,0.013337993063032627,0.0002975999959744513,0.9975957274436951,40000.0,-0.007307190913707018,-4.544714465737343e-05,-0.09005602449178696,0.1356893628835678,0.05637756735086441,-0.5635910034179688,275.25177001953125,17.70026397705078,119.69514465332031,137.39540100097656,145.56527709960938,-694.42236328125
0.08768963813781738,98.58333587646484,1000.0,2.0,1.4250315427780151,0.007406961172819138,40.0,0.9992484450340271,0.9992484450340271,0.9992484450340271,0.01381147000938654,0.00029639998683705926,1.006117343902588,60000.0,-0.009015594609081745,-0.0017084036953747272,0.12003424018621445,0.25888046622276306,0.12319110333919525,-1.4906388521194458,413.54290771484375,19.29235076904297,118.96273803710938,138.2550811767578,144.66014099121094,-790.7095947265625
0.1270739585161209,68.91999816894531,1000.0,3.0,1.435752272605896,0.008424685336649418,40.0,0.9995266795158386,0.9995266795158386,0.9995266795158386,0.015932435169816017,0.00029520000680349767,1.0169615745544434,80000.0,-0.008909580297768116,0.00010601431131362915,0.21652674674987793,0.2336072027683258,-0.025273263454437256,-0.9191646575927734,551.2950439453125,18.60468292236328,119.11278533935547,137.71746826171875,145.224853515625,762.6063842773438
0.267148494720459,50.13999938964844,1000.0,4.0,1.4370379447937012,0.007758042309433222,40.0,0.9989421367645264,0.9989421367645264,0.9989421367645264,0.014673581346869469,0.00029399999766610563,1.0182673931121826,100000.0,-0.011404439806938171,-0.0024948595091700554,0.26377546787261963,0.25723955035209656,0.023632347583770752,-0.8992742300033569,690.8222045898438,20.72104263305664,118.77300262451172,139.49404907226562,143.3752899169922,413.90997314453125
0.3489212691783905,45.34000015258789,1000.0,5.0,1.437097191810608,0.00941069982945919,40.0,0.9983317255973816,0.9983317255973816,0.9983317255973816,0.014246350154280663,0.0002927999885287136,1.0183414220809937,120000.0,-0.011154171079397202,0.00025026872754096985,0.01528991013765335,0.23448684811592102,-0.022752702236175537,-1.1105084419250488,829.64697265625,18.624980926513672,120.16932678222656,138.7943115234375,144.09812927246094,44.4072265625
0.6043472290039062,50.959999084472656,1000.0,6.0,1.438765525817871,0.011918640695512295,40.0,1.001717448234558,1.001717448234558,1.001717448234558,0.016629720106720924,0.000291600008495152,1.0200471878051758,140000.0,-0.013007158413529396,-0.0018529873341321945,0.19854719936847687,0.32562458515167236,0.09113773703575134,-1.9049540758132935,969.016357421875,18.360321044921875,120.97801208496094,139.3383331298828,143.5355224609375,326.7845153808594
0.7237623333930969,53.2599983215332,1000.0,7.0,1.438478708267212,0.010859212838113308,40.0,0.9998115301132202,0.9998115301132202,0.9998115301132202,0.01651063933968544,0.00029039999935775995,1.0197985172271729,160000.0,-0.01347779668867588,-0.0004706382751464844,0.0728377029299736,0.27385616302490234,-0.05176842212677002,-1.2581148147583008,1108.3525390625,19.224021911621094,120.07991790771484,139.30393981933594,143.57095336914062,177.75439453125
1.0084139108657837,50.47999954223633,1000.0,8.0,1.4377673864364624,0.01157354936003685,40.0,0.9983928799629211,0.9983928799629211,0.9983928799629211,0.016617372632026672,0.0002891999902203679,1.0190794467926025,180000.0,-0.014964725822210312,-0.0014869291335344315,0.08986598253250122,0.41762882471084595,0.1437726616859436,-2.24780535697937,1251.05029296875,20.364137649536133,122.30047607421875,142.66461181640625,140.18893432617188,-284.81298828125
1.1356539726257324,50.52000045776367,1000.0,9.0,1.4377553462982178,0.014239874668419361,40.0,0.9995352625846863,0.9995352625846863,0.9995352625846863,0.018994001671671867,0.0002880000101868063,1.019106149673462,200000.0,-0.015694765374064445,-0.0007300395518541336,-0.02171642705798149,0.2574010193347931,-0.16022780537605286,-1.2301428318023682,1394.0777587890625,20.181020736694336,122.81441497802734,142.9954376220703,139.86460876464844,765.7289428710938
