Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
-0.8369895815849304,33.5625,1000.0,0.0,1.4100950956344604,0.011657193303108215,40.0,0.9984161853790283,0.9984161853790283,0.9984161853790283,0.017860259860754013,0.00029880000511184335,0.9912078976631165,20000.0,-0.012368614785373211,-0.012368614785373211,-0.19467738270759583,0.004021149128675461,0.004021149128675461,0.09946989268064499,0.7425827383995056,0.7425827383995056,-0.20492392778396606,203.22512817382812,45.85157012939453,157.37255859375,203.22413635253906,98.41350555419922,0.14621874690055847
-0.4893220365047455,36.28125,1000.0,1.0,1.4144724607467651,0.018869701772928238,40.0,0.9967276453971863,0.9967276453971863,0.9967276453971863,0.019544649869203568,0.0002975999959744513,0.9955787658691406,40000.0,-0.01946280151605606,-0.00709418673068285,0.04297018051147461,0.0023876531049609184,-0.0016334960237145424,0.10402417927980423,0.7568902969360352,0.014307558536529541,0.37184664607048035,400.9546203613281,39.13981246948242,158.54644775390625,197.68626403808594,101.17041015625,0.3305984437465668
-0.3192536532878876,53.72916793823242,1000.0,2.0,1.4117603302001953,0.020957062020897865,31.0,1.000550627708435,1.000550627708435,1.000550627708435,0.019438285380601883,0.00029639998683705926,0.9929558038711548,60000.0,-0.03823767602443695,-0.01877487450838089,0.03792410343885422,0.0034149414859712124,0.001027288381010294,0.0964188203215599,1.2155399322509766,0.4586496353149414,1.4305293560028076,565.9432373046875,42.13301467895508,122.81550598144531,164.9485321044922,121.24994659423828,0.7818424701690674
0.10625824332237244,79.27999877929688,1000.0,3.0,1.398372769355774,0.0201185904443264,34.0,1.001272201538086,1.001272201538086,1.001272201538086,0.02055889368057251,0.00029520000680349767,0.9797205924987793,80000.0,-0.06250382959842682,-0.024266153573989868,-0.13012486696243286,0.0032550336327403784,-0.000159907853230834,0.08548004925251007,1.4086942672729492,0.19315433502197266,2.1143388748168945,738.0248413085938,34.49700164794922,137.54908752441406,172.04708862304688,116.24724578857422,1.620926856994629
0.27974605560302734,85.72000122070312,1000.0,4.0,1.3894355297088623,0.020821483805775642,26.0,1.0007421970367432,1.0007421970367432,1.0007421970367432,0.020442750304937363,0.00029399999766610563,0.9709546566009521,100000.0,-0.0540604367852211,0.008443392813205719,0.015841975808143616,0.0027023297734558582,-0.0005527038592845201,0.06723951548337936,0.9475181698799133,-0.4611760973930359,1.5861663818359375,877.9904174804688,32.43889617919922,107.48973083496094,139.9286346435547,142.9300079345703,2.5450170040130615
0.14416098594665527,58.400001525878906,1000.0,5.0,1.367518424987793,0.020288176834583282,19.0,1.0001699924468994,1.0001699924468994,1.0001699924468994,0.02007138542830944,0.0002927999885287136,0.9499092698097229,120000.0,-0.03141539543867111,0.022645041346549988,-0.1836366355419159,0.0034188551362603903,0.000716525362804532,0.04421693831682205,0.5634544491767883,-0.384063720703125,2.6937663555145264,990.6135864257812,33.51348876953125,79.07769012451172,112.59117889404297,177.63381958007812,3.0298025608062744
0.07082127779722214,38.08000183105469,1000.0,6.0,1.3529130220413208,0.021394480019807816,22.0,1.0028685331344604,1.0028685331344604,1.0028685331344604,0.02069968543946743,0.000291600008495152,0.936195969581604,140000.0,-0.04717996343970299,-0.015764568001031876,0.19483722746372223,0.0034340613055974245,1.5206169337034225e-05,0.06517583876848221,0.901795506477356,0.3383410573005676,2.7639808654785156,1118.7462158203125,33.34458923339844,94.7601318359375,128.10472106933594,156.1222686767578,3.1920888423919678
0.03217287361621857,43.31999969482422,1000.0,7.0,1.350999355316162,0.020770976319909096,23.0,1.002418875694275,1.002418875694275,1.002418875694275,0.021166259422898293,0.00029039999935775995,0.9344428181648254,160000.0,-0.06311827152967453,-0.015938308089971542,0.3178253471851349,0.0036697026807814837,0.00023564137518405914,0.0571768693625927,1.1513463258743286,0.24955081939697266,2.3704328536987305,1253.7005615234375,37.16424560546875,97.75846099853516,134.92269897460938,148.23301696777344,3.43402099609375
0.17849218845367432,56.720001220703125,1000.0,8.0,1.3488553762435913,0.021131154149770737,17.0,0.9995630979537964,0.9995630979537964,0.9995630979537964,0.021086975932121277,0.0002891999902203679,0.9324052929878235,180000.0,-0.044144898653030396,0.018973372876644135,-0.04821356013417244,0.003323102369904518,-0.0003466003108769655,0.04285338148474693,1.2043160200119019,0.05296969413757324,2.7475969791412354,1363.6707763671875,37.174110412597656,72.76417541503906,109.93929290771484,181.9185791015625,3.880716323852539
0.16280269622802734,67.83999633789062,1000.0,9.0,1.3530265092849731,0.02124639041721821,18.0,1.0012164115905762,1.0012164115905762,1.0012164115905762,0.021892189979553223,0.0002880000101868063,0.9363799095153809,200000.0,-0.07452510297298431,-0.03038020431995392,-0.10409779846668243,0.004876994527876377,0.001553892157971859,0.04767777770757675,1.6778626441955566,0.4735466241836548,3.6713125705718994,1477.616943359375,35.86976623535156,78.0483169555664,113.9180908203125,175.5647430419922,4.493297100067139
0.19496434926986694,62.880001068115234,1000.0,10.0,1.343680500984192,0.020159028470516205,16.0,1.000849962234497,1.000849962234497,1.000849962234497,0.020626984536647797,0.0002868000010494143,0.927579939365387,220000.0,-0.049061182886362076,0.025463920086622238,0.15423256158828735,0.0036570203956216574,-0.0012199741322547197,0.06031171232461929,0.9678578972816467,-0.7100047469139099,4.410826206207275,1582.20263671875,33.80223846435547,70.75523376464844,104.5574722290039,191.28236389160156,5.003007411956787
0.027078384533524513,52.040000915527344,1000.0,11.0,1.3370471000671387,0.020375603809952736,15.0,1.0006461143493652,1.0006461143493652,1.0006461143493652,0.020371731370687485,0.00028559999191202223,0.9214246869087219,240000.0,-0.042113374918699265,0.006947807967662811,0.4917494058609009,0.005214259959757328,0.0015572395641356707,0.02011347934603691,1.0298198461532593,0.06196194887161255,3.363048791885376,1680.6396484375,32.2315673828125,66.17718505859375,98.40875244140625,203.23394775390625,5.336792945861816
-0.23050901293754578,50.36000061035156,1000.0,12.0,1.321046233177185,0.020716600120067596,13.0,1.0008772611618042,1.0008772611618042,1.0008772611618042,0.02099032700061798,0.00028440001187846065,0.9068177938461304,260000.0,-0.04307856783270836,-0.0009651929140090942,-0.14233139157295227,0.0033118706196546555,-0.0019023893401026726,0.013543102890253067,0.9805663228034973,-0.04925352334976196,3.9580187797546387,1771.37109375,33.304805755615234,57.40107345581055,90.70587921142578,220.4928741455078,5.632645130157471
